label,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62
4,0.61779,0.64984,-0.00000,0.57808,0.56396,-0.00271,0.58535,0.49376,-0.00977,0.62069,0.46359,-0.01613,0.65196,0.46790,-0.02171,0.61909,0.42002,-0.02161,0.62205,0.45299,-0.02864,0.61756,0.49177,-0.03178,0.60772,0.51474,-0.03445,0.66604,0.43868,-0.02724,0.66646,0.47608,-0.02625,0.65484,0.51093,-0.02641,0.64270,0.53390,-0.02984,0.70531,0.47578,-0.03098,0.69755,0.51138,-0.03019,0.68290,0.54116,-0.02627,0.67010,0.56368,-0.02697,0.73480,0.52199,-0.03544,0.72445,0.55724,-0.03333,0.70888,0.58387,-0.02543,0.69651,0.59879,-0.01971
4,0.61288,0.63487,-0.00000,0.57196,0.57098,-0.00673,0.56958,0.50960,-0.01807,0.59739,0.47737,-0.02705,0.62820,0.47500,-0.03456,0.60375,0.41356,-0.03026,0.60018,0.45765,-0.04227,0.59986,0.49558,-0.05122,0.59341,0.51576,-0.05803,0.65042,0.43011,-0.03603,0.64583,0.47251,-0.03820,0.63999,0.50155,-0.04094,0.63305,0.52090,-0.04648,0.68901,0.46658,-0.04030,0.68042,0.50572,-0.04206,0.67057,0.53072,-0.03863,0.66229,0.54657,-0.03970,0.71784,0.51344,-0.04564,0.70967,0.54901,-0.04706,0.69742,0.57009,-0.04056,0.68762,0.58110,-0.03580
4,0.61350,0.62541,-0.00000,0.57108,0.56934,-0.00700,0.56573,0.50561,-0.01568,0.59015,0.46774,-0.02178,0.61596,0.46091,-0.02650,0.60016,0.41094,-0.02459,0.59372,0.45437,-0.03297,0.59434,0.49357,-0.03983,0.58966,0.51573,-0.04506,0.64629,0.42808,-0.02824,0.63718,0.46956,-0.02720,0.63086,0.49999,-0.02930,0.62525,0.52174,-0.03436,0.68442,0.46353,-0.03047,0.67121,0.49873,-0.03049,0.66121,0.52360,-0.02728,0.65414,0.54282,-0.02805,0.71291,0.50691,-0.03358,0.70285,0.53262,-0.03344,0.69038,0.55342,-0.02609,0.68158,0.56794,-0.02053
4,0.61169,0.61794,-0.00000,0.56954,0.56387,-0.01399,0.56627,0.50263,-0.02699,0.59157,0.47067,-0.03617,0.61597,0.46420,-0.04401,0.60500,0.40864,-0.04021,0.59389,0.47215,-0.05724,0.59298,0.52915,-0.06969,0.58759,0.56124,-0.07762,0.65156,0.43292,-0.04296,0.63712,0.49466,-0.05269,0.62323,0.54291,-0.05719,0.61332,0.57514,-0.06139,0.68794,0.47347,-0.04450,0.66795,0.52904,-0.05164,0.64888,0.56619,-0.04711,0.63680,0.59215,-0.04530,0.71263,0.52092,-0.04768,0.69695,0.56503,-0.05272,0.67687,0.59130,-0.04536,0.66530,0.60636,-0.03846
4,0.61935,0.60168,-0.00000,0.57545,0.56434,-0.02005,0.55721,0.52833,-0.04411,0.56538,0.52025,-0.06401,0.57667,0.53409,-0.08347,0.60079,0.40500,-0.05358,0.58414,0.49077,-0.07768,0.58141,0.55521,-0.09745,0.57705,0.59101,-0.11112,0.64907,0.42317,-0.05655,0.62897,0.50006,-0.07105,0.61489,0.55572,-0.07893,0.60730,0.59334,-0.08665,0.68489,0.45939,-0.05838,0.66208,0.52547,-0.06844,0.64366,0.56858,-0.06406,0.63275,0.59967,-0.06302,0.71030,0.50322,-0.06250,0.69361,0.55308,-0.06970,0.67629,0.58332,-0.06224,0.66679,0.60084,-0.05577
4,0.61643,0.58606,-0.00000,0.57477,0.53499,-0.01743,0.56865,0.48735,-0.03478,0.59029,0.46947,-0.04807,0.61219,0.47165,-0.06039,0.61248,0.39461,-0.04804,0.59796,0.47922,-0.07094,0.59176,0.54316,-0.08859,0.58343,0.57909,-0.09996,0.65813,0.41796,-0.05054,0.63812,0.49869,-0.06589,0.61851,0.55287,-0.07283,0.60776,0.58882,-0.07844,0.69128,0.45551,-0.05205,0.66880,0.52735,-0.06385,0.64289,0.56772,-0.06034,0.62751,0.59530,-0.05875,0.71263,0.50107,-0.05539,0.69401,0.55963,-0.06493,0.66780,0.59048,-0.05891,0.65297,0.60688,-0.05248
4,0.61780,0.57132,-0.00000,0.57555,0.51713,-0.00358,0.57170,0.46274,-0.01085,0.59613,0.43667,-0.01759,0.62203,0.43519,-0.02340,0.59811,0.38372,-0.01479,0.59428,0.40622,-0.02538,0.59485,0.43723,-0.03548,0.59316,0.45635,-0.04273,0.63805,0.39450,-0.02024,0.63296,0.42255,-0.02185,0.62809,0.44823,-0.02509,0.62603,0.46610,-0.02987,0.66967,0.42219,-0.02519,0.66379,0.45008,-0.02670,0.65499,0.47292,-0.02380,0.65042,0.48788,-0.02406,0.69460,0.45744,-0.03114,0.68972,0.48454,-0.03116,0.68012,0.50376,-0.02501,0.67455,0.51283,-0.02032
4,0.59916,0.54307,-0.00000,0.55963,0.48908,0.00227,0.55606,0.43525,0.00229,0.57792,0.40424,0.00156,0.60278,0.39761,0.00124,0.58669,0.37063,0.00287,0.58502,0.38063,0.00152,0.58248,0.40766,-0.00238,0.57874,0.42708,-0.00536,0.62230,0.38186,-0.00206,0.61859,0.39810,0.00278,0.61180,0.42239,0.00039,0.60894,0.44217,-0.00309,0.65050,0.40788,-0.00625,0.64664,0.42265,-0.00365,0.63813,0.44353,-0.00277,0.63476,0.46014,-0.00367,0.67366,0.44085,-0.01043,0.67154,0.45513,-0.00667,0.66185,0.47117,-0.00033,0.65596,0.48177,0.00471
4,0.57454,0.52021,-0.00000,0.53938,0.46108,0.00630,0.54285,0.40944,0.00929,0.56669,0.38699,0.01050,0.58962,0.38815,0.01165,0.56728,0.36141,0.01107,0.57074,0.37727,0.01125,0.56930,0.40473,0.00750,0.56456,0.42250,0.00458,0.60097,0.37291,0.00460,0.60117,0.39243,0.01067,0.59476,0.41680,0.00787,0.59036,0.43513,0.00438,0.62720,0.39821,-0.00117,0.62643,0.41647,0.00314,0.61772,0.43792,0.00415,0.61300,0.45239,0.00333,0.64933,0.43067,-0.00678,0.64951,0.44934,0.00025,0.64024,0.46650,0.00793,0.63397,0.47511,0.01335
4,0.43551,0.40540,-0.00000,0.48054,0.41441,-0.01142,0.52182,0.38624,-0.01945,0.55082,0.35611,-0.02665,0.57737,0.34596,-0.03309,0.51681,0.30847,-0.01072,0.52061,0.31381,-0.02433,0.50996,0.33706,-0.03766,0.49982,0.35173,-0.04622,0.49812,0.28720,-0.00986,0.49984,0.29828,-0.01730,0.48968,0.32226,-0.02422,0.48174,0.33735,-0.03021,0.47645,0.27435,-0.01017,0.48025,0.28212,-0.01810,0.47512,0.30599,-0.01738,0.47007,0.32275,-0.01699,0.45454,0.26510,-0.01138,0.45730,0.26777,-0.01558,0.45528,0.29069,-0.01066,0.45225,0.30781,-0.00606
